regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
995,995,True,,voluntary,,решение о ликвидации,
908,908,True,,revocation,,отзыв лицензии,
1433,1433,True,,revocation,,отзыв лицензии,
2434,2434,True,,revocation,,отзыв лицензии,
2339,2339,True,,revocation,,отзыв лицензии,-1.0
2375,2375,True,,revocation,,отзыв лицензии,
3121,3121,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3504,3504,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1284,1284,True,,revocation,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,отзыв лицензии,-1.0
1641,1641,True,,revocation,,отзыв лицензии,
959,959,True,,revocation,,отзыв лицензии,
1195,1195,True,,revocation,,отзыв лицензии,
1539,1539,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
739,739,True,,voluntary,,решение о ликвидации,
2778,2778,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3226,3226,True,,revocation,,отзыв лицензии,
2828,2828,True,,revocation,,отзыв лицензии,
2893,2893,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2261,2261,True,,revocation,,отзыв лицензии,
2489,2489,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
255,255,True,,revocation,,отзыв лицензии,
2601,2601,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2430,2430,True,,revocation,,отзыв лицензии,
1826,1826,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1622,1622,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
551,551,True,,revocation,,отзыв лицензии,
1846,1846,True,,revocation,,отзыв лицензии,
1904,1904,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
620,620,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2870,2870,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2206,2206,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
585,585,True,,voluntary,,решение о ликвидации,
1162,1162,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1271,1271,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1270,1270,True,,revocation,,отзыв лицензии,
1263,1263,True,,voluntary,,решение о ликвидации,
1836,1836,True,,voluntary,,решение о ликвидации,
1792,1792,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1855,1855,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
484,484,True,,voluntary,,решение о ликвидации,
2295,2295,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1711,1711,True,,revocation,,отзыв лицензии,
1771,1771,True,,revocation,,отзыв лицензии,
3092,3092,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
358,358,True,,revocation,,отзыв лицензии,
1666,1666,True,,revocation,,отзыв лицензии,
310,310,True,,revocation,,отзыв лицензии,
1768,1768,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1851,1851,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2577,2577,True,,revocation,,отзыв лицензии,
2223,2223,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1933,1933,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
2217,2217,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
813,813,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
2253,2253,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2178,2178,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
544,544,True,,revocation,,отзыв лицензии,
939,939,True,,revocation,,отзыв лицензии,
2928,2928,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
404,404,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2109,2109,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3003,3003,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3241,3241,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1950,1950,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
955,955,True,,voluntary,,решение о ликвидации,
473,473,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
876,876,True,,revocation,,отзыв лицензии,
1299,1299,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
839,839,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1992,1992,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2215,2215,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
215,215,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1710,1710,True,,revocation,,отзыв лицензии,
2102,2102,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2017,2017,True,,revocation,,отзыв лицензии,
2981,2981,True,,revocation,,отзыв лицензии,
2284,2284,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
293,293,True,,revocation,,отзыв лицензии,
2875,2875,True,,revocation,,отзыв лицензии,
905,905,True,,revocation,,отзыв лицензии,
1227,1227,True,,revocation,,отзыв лицензии,
33,33,True,,revocation,,отзыв лицензии,
271,271,True,,revocation,,отзыв лицензии,
1480,1480,True,,revocation,,отзыв лицензии,
2930,2930,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1238,1238,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
48,48,True,,revocation,,отзыв лицензии,
3108,3108,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2907,2907,True,,revocation,,отзыв лицензии,
35,35,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
3477,3477,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1228,1228,True,,voluntary,,решение о ликвидации,
1993,1993,True,,revocation,,отзыв лицензии,
529,529,True,,voluntary,,решение о ликвидации,
1998,1998,True,,revocation,,отзыв лицензии,
1737,1737,True,,revocation,,отзыв лицензии,
2630,2630,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2164,2164,True,,revocation,,отзыв лицензии,
3158,3158,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2811,2811,True,,revocation,,отзыв лицензии,
2478,2478,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1024,1024,True,,revocation,,отзыв лицензии,
1419,1419,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2052,2052,True,,revocation,,отзыв лицензии,
487,487,True,,reorganisation,Реорганизация путем преобразования,отзыв лицензии,-1.0
2045,2045,True,,revocation,,отзыв лицензии,
3147,3147,True,,revocation,,отзыв лицензии,
269,269,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
234,234,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3246,3246,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1410,1410,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2589,2589,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
3093,3093,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2314,2314,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2845,2845,True,,revocation,,отзыв лицензии,
1802,1802,True,,revocation,,отзыв лицензии,
1780,1780,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2143,2143,True,,revocation,,отзыв лицензии,
1283,1283,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
224,224,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1097,1097,True,,revocation,,отзыв лицензии,
2006,2006,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1976,1976,True,,revocation,,отзыв лицензии,
3100,3100,True,,revocation,,отзыв лицензии,
1908,1908,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
176,176,True,,revocation,,отзыв лицензии,
2351,2351,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2464,2464,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1135,1135,True,,revocation,,отзыв лицензии,
2356,2356,True,,revocation,,отзыв лицензии,
2162,2162,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2739,2739,True,,voluntary,,решение о ликвидации,-1.0
3219,3219,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1795,1795,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
786,786,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
,3427-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1074,1074,True,,voluntary,,решение о ликвидации,
1928,1928,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1600,1600,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
83,83,True,,revocation,,отзыв лицензии,
1394,1394,True,,revocation,,отзыв лицензии,
580,580,True,,voluntary,,решение о ликвидации,
506,506,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
458,458,True,,revocation,,отзыв лицензии,
1241,1241,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
363,363,True,,revocation,,отзыв лицензии,-1.0
3356,3356,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
134,134,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1225,1225,True,,voluntary,,решение о ликвидации,
2376,2376,True,,revocation,,отзыв лицензии,
364,364,True,,revocation,,отзыв лицензии,
1289,1289,True,,revocation,,отзыв лицензии,
599,599,True,,voluntary,,решение о ликвидации,
3222,3222,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1806,1806,True,,revocation,,отзыв лицензии,
3051,3051,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1269,1269,True,,revocation,,отзыв лицензии,
2331,2331,True,,revocation,,отзыв лицензии,
2892,2892,True,,revocation,,отзыв лицензии,
542,542,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1957,1957,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
3481,3481,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
91,91,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
1348,1348,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1306,1306,True,,voluntary,,решение о ликвидации,
2040,2040,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1519,1519,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
350,350,True,,revocation,,отзыв лицензии,
2212,2212,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1743,1743,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
624,624,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
207,207,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3029,3029,True,,reorganisation,Реорганизация путем преобразования,отзыв лицензии,1.0
2138,2138,True,,revocation,,отзыв лицензии,
447,447,True,,voluntary,,решение о ликвидации,
2991,2991,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2429,2429,True,,voluntary,,решение о ликвидации,
3274,3274,True,,voluntary,,решение о ликвидации,
2232,2232,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1229,1229,True,,voluntary,,решение о ликвидации,
311,311,True,,revocation,,отзыв лицензии,
1840,1840,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2201,2201,True,,reorganisation,Реорганизация путем слияния,отзыв лицензии,-1.0
676,676,True,,revocation,,отзыв лицензии,-1.0
1273,1273,True,,revocation,,отзыв лицензии,
3275,3275,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
1437,1437,True,,revocation,,отзыв лицензии,
2041,2041,True,,revocation,,отзыв лицензии,
2742,2742,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1660,1660,True,,revocation,,отзыв лицензии,
809,809,True,,voluntary,,решение о ликвидации,
2843,2843,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
934,934,True,,revocation,,отзыв лицензии,
1045,1045,True,,voluntary,,решение о ликвидации,
603,603,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
672,672,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
84,84,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
191,191,True,,revocation,,отзыв лицензии,
321,321,True,,revocation,,отзыв лицензии,
2834,2834,True,,revocation,,отзыв лицензии,
3348,3348,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1122,1122,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
530,530,True,,voluntary,,решение о ликвидации,
2264,2264,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1342,1342,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
956,956,True,,revocation,,отзыв лицензии,
1685,1685,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
3149,3149,True,,revocation,,отзыв лицензии,
630,630,True,,voluntary,,решение о ликвидации,
98,98,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
884,884,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
1952,1952,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
,2866-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3151,3151,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2625,2625,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
648,648,True,,revocation,,отзыв лицензии,
1865,1865,True,,revocation,,отзыв лицензии,
,3400-К,True,,reorganisation,Решением суда организация признана банкротом,отзыв лицензии,1.0
2395,2395,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3154,3154,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1997,1997,True,,revocation,,отзыв лицензии,
1072,1072,True,,voluntary,,решение о ликвидации,
2536,2536,True,,revocation,,отзыв лицензии,
2181,2181,True,,revocation,,отзыв лицензии,
15,15,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1207,1207,True,,voluntary,,решение о ликвидации,
714,714,True,,voluntary,,решение о ликвидации,
2124,2124,True,,revocation,,отзыв лицензии,
3097,3097,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1017,1017,True,,voluntary,,решение о ликвидации,
2550,2550,True,,revocation,,отзыв лицензии,
692,692,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2013,2013,True,,revocation,,отзыв лицензии,
909,909,True,,revocation,,отзыв лицензии,
694,694,True,,revocation,,отзыв лицензии,
1393,1393,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
3012,3012,True,,revocation,,отзыв лицензии,
1146,1146,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
79,79,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
93,93,True,,revocation,,отзыв лицензии,
2912,2912,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
738,738,True,,voluntary,,решение о ликвидации,
1610,1610,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1327,1327,True,,revocation,,отзыв лицензии,-1.0
2588,2588,True,,revocation,,отзыв лицензии,
,3389-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
3429,3429,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
38,38,True,,revocation,Регистрация признана ошибочной по решению ФНС,отзыв лицензии,-1.0
3086,3086,True,,revocation,ФНС исключила организацию из ЕГРЮЛ из-за наличия недостоверных сведений,отзыв лицензии,-1.0
,3438-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
2008,2008,True,,revocation,,отзыв лицензии,
1693,1693,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2068,2068,True,,revocation,,отзыв лицензии,-1.0
2222,2222,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
389,389,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1619,1619,True,,revocation,,отзыв лицензии,
935,935,True,,revocation,,отзыв лицензии,
652,652,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2187,2187,True,,revocation,,отзыв лицензии,
1217,1217,True,,revocation,,отзыв лицензии,
2080,2080,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
367,367,True,,revocation,,отзыв лицензии,
576,576,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
9009,9009,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,,-1.0
1152,1152,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
2595,2595,True,,revocation,,отзыв лицензии,
1339,1339,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
516,516,True,,revocation,,отзыв лицензии,
722,722,True,,revocation,,отзыв лицензии,
2024,2024,True,,revocation,,отзыв лицензии,
434,434,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
687,687,True,,voluntary,,решение о ликвидации,
2121,2121,True,,revocation,,отзыв лицензии,
767,767,True,,revocation,,отзыв лицензии,
3188,3188,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2824,2824,True,,revocation,,отзыв лицензии,
513,513,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1837,1837,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
820,820,True,,revocation,,отзыв лицензии,
57,57,True,,revocation,,отзыв лицензии,
2296,2296,True,,revocation,,отзыв лицензии,
1314,1314,True,,revocation,,отзыв лицензии,-1.0
855,855,True,,voluntary,,решение о ликвидации,
1517,1517,True,,revocation,,отзыв лицензии,-1.0
494,494,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1023,1023,True,,voluntary,,решение о ликвидации,
392,392,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
736,736,True,,voluntary,,решение о ликвидации,
846,846,True,,revocation,,отзыв лицензии,
2663,2663,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1604,1604,True,,revocation,,отзыв лицензии,
1911,1911,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
602,602,True,,voluntary,,решение о ликвидации,
2513,2513,True,,revocation,,отзыв лицензии,
1346,1346,True,,voluntary,,решение о ликвидации,
245,245,True,,revocation,,отзыв лицензии,
2527,2527,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
14,14,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
39,39,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
541,541,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1177,1177,True,,voluntary,,решение о ликвидации,
,3352-К,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,,-1.0
418,418,True,,revocation,,отзыв лицензии,
2082,2082,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
26,26,True,,revocation,,отзыв лицензии,-1.0
1821,1821,True,,voluntary,,решение о ликвидации,
2544,2544,True,,revocation,,отзыв лицензии,
2818,2818,True,,revocation,,отзыв лицензии,
2680,2680,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1923,1923,True,,revocation,,отзыв лицензии,
966,966,True,,voluntary,,решение о ликвидации,
332,332,True,,voluntary,Ликвидация по решению учредителей,отзыв лицензии,-1.0
1066,1066,True,,voluntary,,решение о ликвидации,
1423,1423,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1124,1124,True,,revocation,,отзыв лицензии,
242,242,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1018,1018,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
,1037-К,True,,revocation,Решением суда организация признана банкротом,,-1.0
504,504,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1251,1251,True,,revocation,,отзыв лицензии,
1642,1642,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2445,2445,True,,voluntary,,решение о ликвидации,
3014,3014,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3448,3448,True,,reorganisation,Реорганизация путем преобразования,отзыв лицензии,1.0
,2676-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1870,1870,True,,revocation,,отзыв лицензии,
1341,1341,True,,revocation,,отзыв лицензии,
2411,2411,True,,revocation,,отзыв лицензии,
2446,2446,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1458,1458,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1800,1800,True,,revocation,,отзыв лицензии,
2457,2457,True,,revocation,,отзыв лицензии,
1876,1876,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
3076,3076,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1106,1106,True,,revocation,,отзыв лицензии,
1676,1676,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2125,2125,True,,revocation,,отзыв лицензии,
449,449,True,,revocation,,отзыв лицензии,
3406,3406,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2294,2294,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
482,482,True,,revocation,,отзыв лицензии,
3456,3456,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2363,2363,True,,revocation,,отзыв лицензии,
3060,3060,True,,revocation,,отзыв лицензии,
3377,3377,True,,voluntary,,решение о ликвидации,
776,776,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1338,1338,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1181,1181,True,,revocation,,отзыв лицензии,
682,682,True,,voluntary,Юридическое лицо признано несостоятельным (банкротом) и в отношении него открыто конкурсное производство,решение о ликвидации,-1.0
1798,1798,True,,revocation,,отзыв лицензии,
2619,2619,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1690,1690,True,,revocation,,отзыв лицензии,
3152,3152,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1611,1611,True,,revocation,,отзыв лицензии,
2592,2592,True,,revocation,,отзыв лицензии,
1033,1033,True,,voluntary,,решение о ликвидации,
3213,3213,True,,revocation,,отзыв лицензии,
,3308-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2702,2702,True,,revocation,,отзыв лицензии,
219,219,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
1587,1587,True,,revocation,,отзыв лицензии,
1454,1454,True,,revocation,,отзыв лицензии,-1.0
36,36,True,,revocation,,отзыв лицензии,
1695,1695,True,,revocation,,отзыв лицензии,
2677,2677,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1196,1196,True,,revocation,,отзыв лицензии,
2059,2059,True,,revocation,,отзыв лицензии,
614,614,True,,revocation,,отзыв лицензии,
1796,1796,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2894,2894,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
514,514,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2873,2873,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,1.0
2927,2927,True,,revocation,,отзыв лицензии,
,3486-К,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
2910,2910,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2904,2904,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1566,1566,True,,revocation,,отзыв лицензии,
2099,2099,True,,voluntary,,решение о ликвидации,
1422,1422,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2815,2815,True,,revocation,,отзыв лицензии,
2418,2418,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2604,2604,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1644,1644,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1733,1733,True,,revocation,,отзыв лицензии,
2700,2700,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
3506,3506,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1624,1624,True,,voluntary,,решение о ликвидации,
688,688,True,,revocation,,отзыв лицензии,-1.0
2100,2100,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
794,794,True,,revocation,,отзыв лицензии,
3081,3081,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2276,2276,True,,revocation,,отзыв лицензии,
250,250,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
147,147,True,,revocation,,отзыв лицензии,
2531,2531,True,,revocation,,отзыв лицензии,
,3304-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1254,1254,True,,voluntary,,решение о ликвидации,
3031,3031,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
165,165,True,,revocation,,отзыв лицензии,-1.0
34,34,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
802,802,True,,voluntary,,решение о ликвидации,
1921,1921,True,,voluntary,Ликвидация по решению учредителей,решение о ликвидации,-1.0
1226,1226,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
