regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
640,640,True,,revocation,,отзыв лицензии,
2899,2899,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
2463,2463,True,,revocation,,отзыв лицензии,
2563,2563,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1741,1741,True,,revocation,,отзыв лицензии,
2613,2613,True,,revocation,,отзыв лицензии,-1.0
2954,2954,True,,revocation,,отзыв лицензии,
2137,2137,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2947,2947,True,,voluntary,Решением суда организация признана банкротом,решение о ликвидации,-1.0
2456,2456,True,,revocation,Решением суда организация признана банкротом,,-1.0
1811,1811,True,,revocation,,отзыв лицензии,
410,410,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
527,527,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2165,2165,True,,reorganisation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,2.0
1345,1345,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1355,1355,True,,voluntary,,решение о ликвидации,
2379,2379,True,,revocation,,отзыв лицензии,
1914,1914,True,,revocation,,отзыв лицензии,
675,675,True,,voluntary,,решение о ликвидации,
2150,2150,True,,revocation,,отзыв лицензии,
3357,3357,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1913,1913,True,,voluntary,,решение о ликвидации,
37,37,True,,revocation,,отзыв лицензии,
897,897,True,,voluntary,,решение о ликвидации,
428,428,True,,revocation,,отзыв лицензии,
887,887,True,,voluntary,Закрыто налоговой службой из-за отсутствия признаков деятельности,решение о ликвидации,-1.0
1791,1791,True,,voluntary,,решение о ликвидации,
2660,2660,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
